,Statistic Label,Year,Age Group,Sex,Road User Type,UNIT,VALUE
8222,All Killed and Injured Casualties,2012,21 - 24 years,Female,Car passengers,Number,96
8223,All Killed and Injured Casualties,2012,21 - 24 years,Female,Other road users,Number,10
8225,All Killed and Injured Casualties,2012,25 - 34 years,Male,Pedestrians,Number,82
8226,All Killed and Injured Casualties,2012,25 - 34 years,Male,Pedal cyclists,Number,101
8227,All Killed and Injured Casualties,2012,25 - 34 years,Male,Motor cyclists,Number,85
8228,All Killed and Injured Casualties,2012,25 - 34 years,Male,All Car users,Number,585
8229,All Killed and Injured Casualties,2012,25 - 34 years,Male,Car drivers,Number,385
8230,All Killed and Injured Casualties,2012,25 - 34 years,Male,Car passengers,Number,200
8231,All Killed and Injured Casualties,2012,25 - 34 years,Male,Other road users,Number,108
8233,All Killed and Injured Casualties,2012,25 - 34 years,Female,Pedestrians,Number,49
8234,All Killed and Injured Casualties,2012,25 - 34 years,Female,Pedal cyclists,Number,56
8235,All Killed and Injured Casualties,2012,25 - 34 years,Female,Motor cyclists,Number,11
8236,All Killed and Injured Casualties,2012,25 - 34 years,Female,All Car users,Number,586
8237,All Killed and Injured Casualties,2012,25 - 34 years,Female,Car drivers,Number,392
8238,All Killed and Injured Casualties,2012,25 - 34 years,Female,Car passengers,Number,194
8239,All Killed and Injured Casualties,2012,25 - 34 years,Female,Other road users,Number,24
8241,All Killed and Injured Casualties,2012,35 - 44 years,Male,Pedestrians,Number,69
8242,All Killed and Injured Casualties,2012,35 - 44 years,Male,Pedal cyclists,Number,107
8243,All Killed and Injured Casualties,2012,35 - 44 years,Male,Motor cyclists,Number,82
8244,All Killed and Injured Casualties,2012,35 - 44 years,Male,All Car users,Number,443
8245,All Killed and Injured Casualties,2012,35 - 44 years,Male,Car drivers,Number,354
8246,All Killed and Injured Casualties,2012,35 - 44 years,Male,Car passengers,Number,89
8247,All Killed and Injured Casualties,2012,35 - 44 years,Male,Other road users,Number,90
8249,All Killed and Injured Casualties,2012,35 - 44 years,Female,Pedestrians,Number,41
8250,All Killed and Injured Casualties,2012,35 - 44 years,Female,Pedal cyclists,Number,35
8251,All Killed and Injured Casualties,2012,35 - 44 years,Female,Motor cyclists,Number,6
8252,All Killed and Injured Casualties,2012,35 - 44 years,Female,All Car users,Number,458
8253,All Killed and Injured Casualties,2012,35 - 44 years,Female,Car drivers,Number,338
8254,All Killed and Injured Casualties,2012,35 - 44 years,Female,Car passengers,Number,120
8255,All Killed and Injured Casualties,2012,35 - 44 years,Female,Other road users,Number,14
8257,All Killed and Injured Casualties,2012,45 - 54 years,Male,Pedestrians,Number,49
8258,All Killed and Injured Casualties,2012,45 - 54 years,Male,Pedal cyclists,Number,73
8259,All Killed and Injured Casualties,2012,45 - 54 years,Male,Motor cyclists,Number,65
8260,All Killed and Injured Casualties,2012,45 - 54 years,Male,All Car users,Number,257
8261,All Killed and Injured Casualties,2012,45 - 54 years,Male,Car drivers,Number,215
8262,All Killed and Injured Casualties,2012,45 - 54 years,Male,Car passengers,Number,42
8263,All Killed and Injured Casualties,2012,45 - 54 years,Male,Other road users,Number,81
8265,All Killed and Injured Casualties,2012,45 - 54 years,Female,Pedestrians,Number,45
8266,All Killed and Injured Casualties,2012,45 - 54 years,Female,Pedal cyclists,Number,25
8267,All Killed and Injured Casualties,2012,45 - 54 years,Female,Motor cyclists,Number,8
8268,All Killed and Injured Casualties,2012,45 - 54 years,Female,All Car users,Number,324
8269,All Killed and Injured Casualties,2012,45 - 54 years,Female,Car drivers,Number,244
8270,All Killed and Injured Casualties,2012,45 - 54 years,Female,Car passengers,Number,80
8271,All Killed and Injured Casualties,2012,45 - 54 years,Female,Other road users,Number,12
8273,All Killed and Injured Casualties,2012,55 - 64 years,Male,Pedestrians,Number,53
8274,All Killed and Injured Casualties,2012,55 - 64 years,Male,Pedal cyclists,Number,33
8275,All Killed and Injured Casualties,2012,55 - 64 years,Male,Motor cyclists,Number,24
8276,All Killed and Injured Casualties,2012,55 - 64 years,Male,All Car users,Number,165
8277,All Killed and Injured Casualties,2012,55 - 64 years,Male,Car drivers,Number,137
8278,All Killed and Injured Casualties,2012,55 - 64 years,Male,Car passengers,Number,28
8279,All Killed and Injured Casualties,2012,55 - 64 years,Male,Other road users,Number,45
8281,All Killed and Injured Casualties,2012,55 - 64 years,Female,Pedestrians,Number,40
8282,All Killed and Injured Casualties,2012,55 - 64 years,Female,Pedal cyclists,Number,10
8283,All Killed and Injured Casualties,2012,55 - 64 years,Female,Motor cyclists,Number,3
8284,All Killed and Injured Casualties,2012,55 - 64 years,Female,All Car users,Number,228
8285,All Killed and Injured Casualties,2012,55 - 64 years,Female,Car drivers,Number,166
8286,All Killed and Injured Casualties,2012,55 - 64 years,Female,Car passengers,Number,62
8287,All Killed and Injured Casualties,2012,55 - 64 years,Female,Other road users,Number,6
8289,All Killed and Injured Casualties,2012,65 years and over,Male,Pedestrians,Number,63
8290,All Killed and Injured Casualties,2012,65 years and over,Male,Pedal cyclists,Number,12
8291,All Killed and Injured Casualties,2012,65 years and over,Male,Motor cyclists,Number,5
8292,All Killed and Injured Casualties,2012,65 years and over,Male,All Car users,Number,214
8293,All Killed and Injured Casualties,2012,65 years and over,Male,Car drivers,Number,182
8294,All Killed and Injured Casualties,2012,65 years and over,Male,Car passengers,Number,32
8295,All Killed and Injured Casualties,2012,65 years and over,Male,Other road users,Number,22
8297,All Killed and Injured Casualties,2012,65 years and over,Female,Pedestrians,Number,74
8298,All Killed and Injured Casualties,2012,65 years and over,Female,Pedal cyclists,Number,5
8299,All Killed and Injured Casualties,2012,65 years and over,Female,Motor cyclists,Number,0
8300,All Killed and Injured Casualties,2012,65 years and over,Female,All Car users,Number,217
8301,All Killed and Injured Casualties,2012,65 years and over,Female,Car drivers,Number,124
8302,All Killed and Injured Casualties,2012,65 years and over,Female,Car passengers,Number,93
8303,All Killed and Injured Casualties,2012,65 years and over,Female,Other road users,Number,11
8337,All Killed and Injured Casualties,2013,0 - 5 years,Male,Pedestrians,Number,29
8338,All Killed and Injured Casualties,2013,0 - 5 years,Male,Pedal cyclists,Number,1
8339,All Killed and Injured Casualties,2013,0 - 5 years,Male,Motor cyclists,Number,0
8340,All Killed and Injured Casualties,2013,0 - 5 years,Male,All Car users,Number,54
8341,All Killed and Injured Casualties,2013,0 - 5 years,Male,Car drivers,Number,0
8342,All Killed and Injured Casualties,2013,0 - 5 years,Male,Car passengers,Number,54
8343,All Killed and Injured Casualties,2013,0 - 5 years,Male,Other road users,Number,5
8345,All Killed and Injured Casualties,2013,0 - 5 years,Female,Pedestrians,Number,22
8346,All Killed and Injured Casualties,2013,0 - 5 years,Female,Pedal cyclists,Number,1
8347,All Killed and Injured Casualties,2013,0 - 5 years,Female,Motor cyclists,Number,0
8348,All Killed and Injured Casualties,2013,0 - 5 years,Female,All Car users,Number,54
8349,All Killed and Injured Casualties,2013,0 - 5 years,Female,Car drivers,Number,0
8350,All Killed and Injured Casualties,2013,0 - 5 years,Female,Car passengers,Number,54
8351,All Killed and Injured Casualties,2013,0 - 5 years,Female,Other road users,Number,5
8353,All Killed and Injured Casualties,2013,6 - 9 years,Male,Pedestrians,Number,43
8354,All Killed and Injured Casualties,2013,6 - 9 years,Male,Pedal cyclists,Number,7
8355,All Killed and Injured Casualties,2013,6 - 9 years,Male,Motor cyclists,Number,0
8356,All Killed and Injured Casualties,2013,6 - 9 years,Male,All Car users,Number,39
8357,All Killed and Injured Casualties,2013,6 - 9 years,Male,Car drivers,Number,0
8358,All Killed and Injured Casualties,2013,6 - 9 years,Male,Car passengers,Number,39
8359,All Killed and Injured Casualties,2013,6 - 9 years,Male,Other road users,Number,2
8361,All Killed and Injured Casualties,2013,6 - 9 years,Female,Pedestrians,Number,22
8362,All Killed and Injured Casualties,2013,6 - 9 years,Female,Pedal cyclists,Number,6
8363,All Killed and Injured Casualties,2013,6 - 9 years,Female,Motor cyclists,Number,0
8364,All Killed and Injured Casualties,2013,6 - 9 years,Female,All Car users,Number,39
8365,All Killed and Injured Casualties,2013,6 - 9 years,Female,Car drivers,Number,0
8366,All Killed and Injured Casualties,2013,6 - 9 years,Female,Car passengers,Number,39
8367,All Killed and Injured Casualties,2013,6 - 9 years,Female,Other road users,Number,4
8369,All Killed and Injured Casualties,2013,10 - 14 years,Male,Pedestrians,Number,49
8370,All Killed and Injured Casualties,2013,10 - 14 years,Male,Pedal cyclists,Number,31
8371,All Killed and Injured Casualties,2013,10 - 14 years,Male,Motor cyclists,Number,2
8372,All Killed and Injured Casualties,2013,10 - 14 years,Male,All Car users,Number,61
8373,All Killed and Injured Casualties,2013,10 - 14 years,Male,Car drivers,Number,1
8374,All Killed and Injured Casualties,2013,10 - 14 years,Male,Car passengers,Number,60
8375,All Killed and Injured Casualties,2013,10 - 14 years,Male,Other road users,Number,7
8377,All Killed and Injured Casualties,2013,10 - 14 years,Female,Pedestrians,Number,26
8378,All Killed and Injured Casualties,2013,10 - 14 years,Female,Pedal cyclists,Number,11
8379,All Killed and Injured Casualties,2013,10 - 14 years,Female,Motor cyclists,Number,0
8380,All Killed and Injured Casualties,2013,10 - 14 years,Female,All Car users,Number,61
8381,All Killed and Injured Casualties,2013,10 - 14 years,Female,Car drivers,Number,0
8382,All Killed and Injured Casualties,2013,10 - 14 years,Female,Car passengers,Number,61
8383,All Killed and Injured Casualties,2013,10 - 14 years,Female,Other road users,Number,1
8385,All Killed and Injured Casualties,2013,15 - 17 years,Male,Pedestrians,Number,29
8386,All Killed and Injured Casualties,2013,15 - 17 years,Male,Pedal cyclists,Number,25
8387,All Killed and Injured Casualties,2013,15 - 17 years,Male,Motor cyclists,Number,2
8388,All Killed and Injured Casualties,2013,15 - 17 years,Male,All Car users,Number,104
8389,All Killed and Injured Casualties,2013,15 - 17 years,Male,Car drivers,Number,15
8390,All Killed and Injured Casualties,2013,15 - 17 years,Male,Car passengers,Number,89
8391,All Killed and Injured Casualties,2013,15 - 17 years,Male,Other road users,Number,8
8393,All Killed and Injured Casualties,2013,15 - 17 years,Female,Pedestrians,Number,27
8394,All Killed and Injured Casualties,2013,15 - 17 years,Female,Pedal cyclists,Number,5
8395,All Killed and Injured Casualties,2013,15 - 17 years,Female,Motor cyclists,Number,0
8396,All Killed and Injured Casualties,2013,15 - 17 years,Female,All Car users,Number,75
8397,All Killed and Injured Casualties,2013,15 - 17 years,Female,Car drivers,Number,3
8398,All Killed and Injured Casualties,2013,15 - 17 years,Female,Car passengers,Number,72
8399,All Killed and Injured Casualties,2013,15 - 17 years,Female,Other road users,Number,2
8401,All Killed and Injured Casualties,2013,18 - 20 years,Male,Pedestrians,Number,39
8402,All Killed and Injured Casualties,2013,18 - 20 years,Male,Pedal cyclists,Number,23
8403,All Killed and Injured Casualties,2013,18 - 20 years,Male,Motor cyclists,Number,8
8404,All Killed and Injured Casualties,2013,18 - 20 years,Male,All Car users,Number,251
8405,All Killed and Injured Casualties,2013,18 - 20 years,Male,Car drivers,Number,125
8406,All Killed and Injured Casualties,2013,18 - 20 years,Male,Car passengers,Number,126
8407,All Killed and Injured Casualties,2013,18 - 20 years,Male,Other road users,Number,23
8409,All Killed and Injured Casualties,2013,18 - 20 years,Female,Pedestrians,Number,27
8410,All Killed and Injured Casualties,2013,18 - 20 years,Female,Pedal cyclists,Number,5
8411,All Killed and Injured Casualties,2013,18 - 20 years,Female,Motor cyclists,Number,0
8412,All Killed and Injured Casualties,2013,18 - 20 years,Female,All Car users,Number,176
8413,All Killed and Injured Casualties,2013,18 - 20 years,Female,Car drivers,Number,74
8414,All Killed and Injured Casualties,2013,18 - 20 years,Female,Car passengers,Number,102
8415,All Killed and Injured Casualties,2013,18 - 20 years,Female,Other road users,Number,9
8417,All Killed and Injured Casualties,2013,21 - 24 years,Male,Pedestrians,Number,28
8418,All Killed and Injured Casualties,2013,21 - 24 years,Male,Pedal cyclists,Number,37
8419,All Killed and Injured Casualties,2013,21 - 24 years,Male,Motor cyclists,Number,25
8420,All Killed and Injured Casualties,2013,21 - 24 years,Male,All Car users,Number,304
8421,All Killed and Injured Casualties,2013,21 - 24 years,Male,Car drivers,Number,170
8422,All Killed and Injured Casualties,2013,21 - 24 years,Male,Car passengers,Number,134
8423,All Killed and Injured Casualties,2013,21 - 24 years,Male,Other road users,Number,42
8425,All Killed and Injured Casualties,2013,21 - 24 years,Female,Pedestrians,Number,28
8426,All Killed and Injured Casualties,2013,21 - 24 years,Female,Pedal cyclists,Number,10
8427,All Killed and Injured Casualties,2013,21 - 24 years,Female,Motor cyclists,Number,4
8428,All Killed and Injured Casualties,2013,21 - 24 years,Female,All Car users,Number,239
8429,All Killed and Injured Casualties,2013,21 - 24 years,Female,Car drivers,Number,143
8430,All Killed and Injured Casualties,2013,21 - 24 years,Female,Car passengers,Number,96
8431,All Killed and Injured Casualties,2013,21 - 24 years,Female,Other road users,Number,10
8433,All Killed and Injured Casualties,2013,25 - 34 years,Male,Pedestrians,Number,84
8434,All Killed and Injured Casualties,2013,25 - 34 years,Male,Pedal cyclists,Number,101
8435,All Killed and Injured Casualties,2013,25 - 34 years,Male,Motor cyclists,Number,92
8436,All Killed and Injured Casualties,2013,25 - 34 years,Male,All Car users,Number,468
8437,All Killed and Injured Casualties,2013,25 - 34 years,Male,Car drivers,Number,300
8438,All Killed and Injured Casualties,2013,25 - 34 years,Male,Car passengers,Number,168
8439,All Killed and Injured Casualties,2013,25 - 34 years,Male,Other road users,Number,114
8441,All Killed and Injured Casualties,2013,25 - 34 years,Female,Pedestrians,Number,47
8442,All Killed and Injured Casualties,2013,25 - 34 years,Female,Pedal cyclists,Number,46
8443,All Killed and Injured Casualties,2013,25 - 34 years,Female,Motor cyclists,Number,5
8444,All Killed and Injured Casualties,2013,25 - 34 years,Female,All Car users,Number,483
8445,All Killed and Injured Casualties,2013,25 - 34 years,Female,Car drivers,Number,345
8446,All Killed and Injured Casualties,2013,25 - 34 years,Female,Car passengers,Number,138
8447,All Killed and Injured Casualties,2013,25 - 34 years,Female,Other road users,Number,22
8449,All Killed and Injured Casualties,2013,35 - 44 years,Male,Pedestrians,Number,58
8450,All Killed and Injured Casualties,2013,35 - 44 years,Male,Pedal cyclists,Number,117
8451,All Killed and Injured Casualties,2013,35 - 44 years,Male,Motor cyclists,Number,63
8452,All Killed and Injured Casualties,2013,35 - 44 years,Male,All Car users,Number,358
8453,All Killed and Injured Casualties,2013,35 - 44 years,Male,Car drivers,Number,286
8454,All Killed and Injured Casualties,2013,35 - 44 years,Male,Car passengers,Number,72
8455,All Killed and Injured Casualties,2013,35 - 44 years,Male,Other road users,Number,86
8457,All Killed and Injured Casualties,2013,35 - 44 years,Female,Pedestrians,Number,37
8458,All Killed and Injured Casualties,2013,35 - 44 years,Female,Pedal cyclists,Number,23
8459,All Killed and Injured Casualties,2013,35 - 44 years,Female,Motor cyclists,Number,3
8460,All Killed and Injured Casualties,2013,35 - 44 years,Female,All Car users,Number,383
8461,All Killed and Injured Casualties,2013,35 - 44 years,Female,Car drivers,Number,299
8462,All Killed and Injured Casualties,2013,35 - 44 years,Female,Car passengers,Number,84
8463,All Killed and Injured Casualties,2013,35 - 44 years,Female,Other road users,Number,18
8465,All Killed and Injured Casualties,2013,45 - 54 years,Male,Pedestrians,Number,40
8466,All Killed and Injured Casualties,2013,45 - 54 years,Male,Pedal cyclists,Number,70
8467,All Killed and Injured Casualties,2013,45 - 54 years,Male,Motor cyclists,Number,52
8468,All Killed and Injured Casualties,2013,45 - 54 years,Male,All Car users,Number,241
8469,All Killed and Injured Casualties,2013,45 - 54 years,Male,Car drivers,Number,200
8470,All Killed and Injured Casualties,2013,45 - 54 years,Male,Car passengers,Number,41
8471,All Killed and Injured Casualties,2013,45 - 54 years,Male,Other road users,Number,75
8473,All Killed and Injured Casualties,2013,45 - 54 years,Female,Pedestrians,Number,42
8474,All Killed and Injured Casualties,2013,45 - 54 years,Female,Pedal cyclists,Number,23
8475,All Killed and Injured Casualties,2013,45 - 54 years,Female,Motor cyclists,Number,4
8476,All Killed and Injured Casualties,2013,45 - 54 years,Female,All Car users,Number,297
8477,All Killed and Injured Casualties,2013,45 - 54 years,Female,Car drivers,Number,216
8478,All Killed and Injured Casualties,2013,45 - 54 years,Female,Car passengers,Number,81
8479,All Killed and Injured Casualties,2013,45 - 54 years,Female,Other road users,Number,12
8481,All Killed and Injured Casualties,2013,55 - 64 years,Male,Pedestrians,Number,43
8482,All Killed and Injured Casualties,2013,55 - 64 years,Male,Pedal cyclists,Number,37
8483,All Killed and Injured Casualties,2013,55 - 64 years,Male,Motor cyclists,Number,17
8484,All Killed and Injured Casualties,2013,55 - 64 years,Male,All Car users,Number,164
8485,All Killed and Injured Casualties,2013,55 - 64 years,Male,Car drivers,Number,135
8486,All Killed and Injured Casualties,2013,55 - 64 years,Male,Car passengers,Number,29
8487,All Killed and Injured Casualties,2013,55 - 64 years,Male,Other road users,Number,44
8489,All Killed and Injured Casualties,2013,55 - 64 years,Female,Pedestrians,Number,35
8490,All Killed and Injured Casualties,2013,55 - 64 years,Female,Pedal cyclists,Number,12
8491,All Killed and Injured Casualties,2013,55 - 64 years,Female,Motor cyclists,Number,4
8492,All Killed and Injured Casualties,2013,55 - 64 years,Female,All Car users,Number,183
8493,All Killed and Injured Casualties,2013,55 - 64 years,Female,Car drivers,Number,115
8494,All Killed and Injured Casualties,2013,55 - 64 years,Female,Car passengers,Number,68
8495,All Killed and Injured Casualties,2013,55 - 64 years,Female,Other road users,Number,11
8497,All Killed and Injured Casualties,2013,65 years and over,Male,Pedestrians,Number,63
8498,All Killed and Injured Casualties,2013,65 years and over,Male,Pedal cyclists,Number,15
8499,All Killed and Injured Casualties,2013,65 years and over,Male,Motor cyclists,Number,5
8500,All Killed and Injured Casualties,2013,65 years and over,Male,All Car users,Number,216
8501,All Killed and Injured Casualties,2013,65 years and over,Male,Car drivers,Number,174
8502,All Killed and Injured Casualties,2013,65 years and over,Male,Car passengers,Number,42
8503,All Killed and Injured Casualties,2013,65 years and over,Male,Other road users,Number,17
8505,All Killed and Injured Casualties,2013,65 years and over,Female,Pedestrians,Number,78
8506,All Killed and Injured Casualties,2013,65 years and over,Female,Pedal cyclists,Number,1
8507,All Killed and Injured Casualties,2013,65 years and over,Female,Motor cyclists,Number,0
8508,All Killed and Injured Casualties,2013,65 years and over,Female,All Car users,Number,193
8509,All Killed and Injured Casualties,2013,65 years and over,Female,Car drivers,Number,116
8510,All Killed and Injured Casualties,2013,65 years and over,Female,Car passengers,Number,77
8511,All Killed and Injured Casualties,2013,65 years and over,Female,Other road users,Number,5
8545,All Killed and Injured Casualties,2014,0 - 5 years,Male,Pedestrians,Number,48
8546,All Killed and Injured Casualties,2014,0 - 5 years,Male,Pedal cyclists,Number,1
8547,All Killed and Injured Casualties,2014,0 - 5 years,Male,Motor cyclists,Number,0
8548,All Killed and Injured Casualties,2014,0 - 5 years,Male,All Car users,Number,68
8549,All Killed and Injured Casualties,2014,0 - 5 years,Male,Car drivers,Number,0
8550,All Killed and Injured Casualties,2014,0 - 5 years,Male,Car passengers,Number,68
8551,All Killed and Injured Casualties,2014,0 - 5 years,Male,Other road users,Number,3
8553,All Killed and Injured Casualties,2014,0 - 5 years,Female,Pedestrians,Number,22
8554,All Killed and Injured Casualties,2014,0 - 5 years,Female,Pedal cyclists,Number,2
8555,All Killed and Injured Casualties,2014,0 - 5 years,Female,Motor cyclists,Number,0
8556,All Killed and Injured Casualties,2014,0 - 5 years,Female,All Car users,Number,57
8557,All Killed and Injured Casualties,2014,0 - 5 years,Female,Car drivers,Number,1
8558,All Killed and Injured Casualties,2014,0 - 5 years,Female,Car passengers,Number,56
8559,All Killed and Injured Casualties,2014,0 - 5 years,Female,Other road users,Number,3
8561,All Killed and Injured Casualties,2014,6 - 9 years,Male,Pedestrians,Number,43
8562,All Killed and Injured Casualties,2014,6 - 9 years,Male,Pedal cyclists,Number,13
8563,All Killed and Injured Casualties,2014,6 - 9 years,Male,Motor cyclists,Number,0
8564,All Killed and Injured Casualties,2014,6 - 9 years,Male,All Car users,Number,66
8565,All Killed and Injured Casualties,2014,6 - 9 years,Male,Car drivers,Number,1
8566,All Killed and Injured Casualties,2014,6 - 9 years,Male,Car passengers,Number,65
8567,All Killed and Injured Casualties,2014,6 - 9 years,Male,Other road users,Number,4
8569,All Killed and Injured Casualties,2014,6 - 9 years,Female,Pedestrians,Number,16
8570,All Killed and Injured Casualties,2014,6 - 9 years,Female,Pedal cyclists,Number,2
8571,All Killed and Injured Casualties,2014,6 - 9 years,Female,Motor cyclists,Number,0
8572,All Killed and Injured Casualties,2014,6 - 9 years,Female,All Car users,Number,54
8573,All Killed and Injured Casualties,2014,6 - 9 years,Female,Car drivers,Number,0
8574,All Killed and Injured Casualties,2014,6 - 9 years,Female,Car passengers,Number,54
8575,All Killed and Injured Casualties,2014,6 - 9 years,Female,Other road users,Number,0
8577,All Killed and Injured Casualties,2014,10 - 14 years,Male,Pedestrians,Number,62
8578,All Killed and Injured Casualties,2014,10 - 14 years,Male,Pedal cyclists,Number,39
8579,All Killed and Injured Casualties,2014,10 - 14 years,Male,Motor cyclists,Number,2
8580,All Killed and Injured Casualties,2014,10 - 14 years,Male,All Car users,Number,83
8581,All Killed and Injured Casualties,2014,10 - 14 years,Male,Car drivers,Number,1
8582,All Killed and Injured Casualties,2014,10 - 14 years,Male,Car passengers,Number,82
8583,All Killed and Injured Casualties,2014,10 - 14 years,Male,Other road users,Number,11
8585,All Killed and Injured Casualties,2014,10 - 14 years,Female,Pedestrians,Number,43
8586,All Killed and Injured Casualties,2014,10 - 14 years,Female,Pedal cyclists,Number,7
8587,All Killed and Injured Casualties,2014,10 - 14 years,Female,Motor cyclists,Number,1
8588,All Killed and Injured Casualties,2014,10 - 14 years,Female,All Car users,Number,75
8589,All Killed and Injured Casualties,2014,10 - 14 years,Female,Car drivers,Number,0
8590,All Killed and Injured Casualties,2014,10 - 14 years,Female,Car passengers,Number,75
8591,All Killed and Injured Casualties,2014,10 - 14 years,Female,Other road users,Number,3
8593,All Killed and Injured Casualties,2014,15 - 17 years,Male,Pedestrians,Number,30
8594,All Killed and Injured Casualties,2014,15 - 17 years,Male,Pedal cyclists,Number,35
8595,All Killed and Injured Casualties,2014,15 - 17 years,Male,Motor cyclists,Number,2
8596,All Killed and Injured Casualties,2014,15 - 17 years,Male,All Car users,Number,103
8597,All Killed and Injured Casualties,2014,15 - 17 years,Male,Car drivers,Number,25
8598,All Killed and Injured Casualties,2014,15 - 17 years,Male,Car passengers,Number,78
8599,All Killed and Injured Casualties,2014,15 - 17 years,Male,Other road users,Number,8
8601,All Killed and Injured Casualties,2014,15 - 17 years,Female,Pedestrians,Number,29
8602,All Killed and Injured Casualties,2014,15 - 17 years,Female,Pedal cyclists,Number,4
8603,All Killed and Injured Casualties,2014,15 - 17 years,Female,Motor cyclists,Number,0
8604,All Killed and Injured Casualties,2014,15 - 17 years,Female,All Car users,Number,104
8605,All Killed and Injured Casualties,2014,15 - 17 years,Female,Car drivers,Number,5
8606,All Killed and Injured Casualties,2014,15 - 17 years,Female,Car passengers,Number,99
8607,All Killed and Injured Casualties,2014,15 - 17 years,Female,Other road users,Number,2
8609,All Killed and Injured Casualties,2014,18 - 20 years,Male,Pedestrians,Number,30
8610,All Killed and Injured Casualties,2014,18 - 20 years,Male,Pedal cyclists,Number,36
8611,All Killed and Injured Casualties,2014,18 - 20 years,Male,Motor cyclists,Number,8
8612,All Killed and Injured Casualties,2014,18 - 20 years,Male,All Car users,Number,244
8613,All Killed and Injured Casualties,2014,18 - 20 years,Male,Car drivers,Number,132
8614,All Killed and Injured Casualties,2014,18 - 20 years,Male,Car passengers,Number,112
8615,All Killed and Injured Casualties,2014,18 - 20 years,Male,Other road users,Number,30
8617,All Killed and Injured Casualties,2014,18 - 20 years,Female,Pedestrians,Number,36
8618,All Killed and Injured Casualties,2014,18 - 20 years,Female,Pedal cyclists,Number,6
8619,All Killed and Injured Casualties,2014,18 - 20 years,Female,Motor cyclists,Number,2
8620,All Killed and Injured Casualties,2014,18 - 20 years,Female,All Car users,Number,194
8621,All Killed and Injured Casualties,2014,18 - 20 years,Female,Car drivers,Number,64
8622,All Killed and Injured Casualties,2014,18 - 20 years,Female,Car passengers,Number,130
8623,All Killed and Injured Casualties,2014,18 - 20 years,Female,Other road users,Number,6
8625,All Killed and Injured Casualties,2014,21 - 24 years,Male,Pedestrians,Number,36
8626,All Killed and Injured Casualties,2014,21 - 24 years,Male,Pedal cyclists,Number,52
8627,All Killed and Injured Casualties,2014,21 - 24 years,Male,Motor cyclists,Number,14
8628,All Killed and Injured Casualties,2014,21 - 24 years,Male,All Car users,Number,325
8629,All Killed and Injured Casualties,2014,21 - 24 years,Male,Car drivers,Number,190
8630,All Killed and Injured Casualties,2014,21 - 24 years,Male,Car passengers,Number,135
8631,All Killed and Injured Casualties,2014,21 - 24 years,Male,Other road users,Number,26
8633,All Killed and Injured Casualties,2014,21 - 24 years,Female,Pedestrians,Number,40
8634,All Killed and Injured Casualties,2014,21 - 24 years,Female,Pedal cyclists,Number,10
8635,All Killed and Injured Casualties,2014,21 - 24 years,Female,Motor cyclists,Number,0
8636,All Killed and Injured Casualties,2014,21 - 24 years,Female,All Car users,Number,244
8637,All Killed and Injured Casualties,2014,21 - 24 years,Female,Car drivers,Number,146
8638,All Killed and Injured Casualties,2014,21 - 24 years,Female,Car passengers,Number,98
8639,All Killed and Injured Casualties,2014,21 - 24 years,Female,Other road users,Number,11
8641,All Killed and Injured Casualties,2014,25 - 34 years,Male,Pedestrians,Number,97
8642,All Killed and Injured Casualties,2014,25 - 34 years,Male,Pedal cyclists,Number,157
8643,All Killed and Injured Casualties,2014,25 - 34 years,Male,Motor cyclists,Number,87
8644,All Killed and Injured Casualties,2014,25 - 34 years,Male,All Car users,Number,556
8645,All Killed and Injured Casualties,2014,25 - 34 years,Male,Car drivers,Number,370
8646,All Killed and Injured Casualties,2014,25 - 34 years,Male,Car passengers,Number,186
8647,All Killed and Injured Casualties,2014,25 - 34 years,Male,Other road users,Number,122
8649,All Killed and Injured Casualties,2014,25 - 34 years,Female,Pedestrians,Number,60
8650,All Killed and Injured Casualties,2014,25 - 34 years,Female,Pedal cyclists,Number,70
8651,All Killed and Injured Casualties,2014,25 - 34 years,Female,Motor cyclists,Number,8
8652,All Killed and Injured Casualties,2014,25 - 34 years,Female,All Car users,Number,563
8653,All Killed and Injured Casualties,2014,25 - 34 years,Female,Car drivers,Number,375
8654,All Killed and Injured Casualties,2014,25 - 34 years,Female,Car passengers,Number,188
8655,All Killed and Injured Casualties,2014,25 - 34 years,Female,Other road users,Number,22
8657,All Killed and Injured Casualties,2014,35 - 44 years,Male,Pedestrians,Number,78
8658,All Killed and Injured Casualties,2014,35 - 44 years,Male,Pedal cyclists,Number,149
8659,All Killed and Injured Casualties,2014,35 - 44 years,Male,Motor cyclists,Number,78
8660,All Killed and Injured Casualties,2014,35 - 44 years,Male,All Car users,Number,443
8661,All Killed and Injured Casualties,2014,35 - 44 years,Male,Car drivers,Number,352
8662,All Killed and Injured Casualties,2014,35 - 44 years,Male,Car passengers,Number,91
8663,All Killed and Injured Casualties,2014,35 - 44 years,Male,Other road users,Number,119
8665,All Killed and Injured Casualties,2014,35 - 44 years,Female,Pedestrians,Number,38
8666,All Killed and Injured Casualties,2014,35 - 44 years,Female,Pedal cyclists,Number,37
8667,All Killed and Injured Casualties,2014,35 - 44 years,Female,Motor cyclists,Number,4
8668,All Killed and Injured Casualties,2014,35 - 44 years,Female,All Car users,Number,540
8669,All Killed and Injured Casualties,2014,35 - 44 years,Female,Car drivers,Number,381
8670,All Killed and Injured Casualties,2014,35 - 44 years,Female,Car passengers,Number,159
